reff_id;coroner_name;report_sent_to;coroner_concerns;;;;;;;
Ref: 2023-0185;Kate Sutherland;Betsi Cadwaladr University Local Health Board;During the course of the inquest, the evidence revealed matters giving rise to concern.†In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.MATTERS OF CONCERN are as follows. ††††† a. During the Inquest evidence was heard that Eifions GP had made a òveryurgent referral to the Single Point of Access and Allocation within BCUHB on 13 May 2022 indicating that on the background of attempts at ending his life, he was extremely concerned that Eifion was experiencing deterioration in his mental state. This document was contained within the hard copy set of notes held by the Psychiatric Liaison Team. When Eifion attended at the Emergency Department the following day, on 14 May 2022, the Emergency department staff were not aware of this òvery urgent referral as they only had access to the electronic notes and not the hard copy notes. Had they been aware it is likely to have further informed their decision making. It is concerning that the process of ensuring electronic notes to allow for fully informed decisions around treatment and care based on all available records, is not available to staff. It was not clear at Inquest whether the transition from paper-based notes to electronic notes was a Health Board initiative or a nationally followed initiative. Either way, any delay in ensuring all notes are available electronically is potentially harmful to patients.†b. During the evidence it was accepted that òa above was not a consideration for improvement as part of the Health Boards investigation and so was not an action within the Action Plan upon which it could make improvements or plan to make improvements. It is surprising that the Health Board did not consider this as an issue which required further consideration and improvements in its learning and improvement.†An investigation was commenced by the Health Board into Eifions death which appears to have been concluded in July 2022 but did not appear to be finalised and ready for sharing / disseminating until March 202 I have previously issued Prevention of Future Death Reports to the Health Board pertaining to the lack of timeliness of their investigations, specifically in relation to investigations from deaths in 2020 and 202 Whilst I have previously been advised of improvements into investigation processes in respect of more recent deaths the issue of timeliness remains. Eifion died in 2022 and yet the time it took for the investigation to be completed and shared, with actions undertaken has been too long. I am concerned that deaths will occur when the actions arising are not acted upon in a timely manner.;;;;;;;
Ref: 2023-0191;Nicholas Shaw;Northumberland, Tyne and Wear NHS Trust;During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.The MATTERS OF CONCERN are as follows. [BRIEF SUMMARY OF MATTERS OF CONCERN](1) Brenda was discharged without any planned follow up. Her family were not involved in the discharge process despite assurances that they would be, her GP did not receive discharge notification from the Hadrian unit until 8 days after the event or from the Crisis team until 10 days after Brendas death. Referrals promised from Hadrian unit to Drug/Alcohol services and Persistent Physical Symptoms Service were not made.(2) Inadequate weight seems to have been given to Brendas alcohol problems and her assurances that all was, and would continue to be well were accepted at face value despite her recent history, her family find it hard to understand how she could be graded low risk on the day she died.(3) I refer you to the PFD report I issued referring to Charlotte Grace on 29/10/1 Assurances were given in response to that report which again focused on discharge without family/carer involvement which is surely paramount. I note actions mentioned in the incident report in this case but am still concerned that similar events may occur in future.;;;;;;;
Ref: 2023-0193;Mary Hassell;East London NHS Foundation Trust, Metropolitan Police Service, NHS England and Home Department;During the course of the inquest, the evidence revealed matters giving rise to concern. In my opinion, there is a risk that future deaths will occur unless action is taken. In the circumstances, it is my statutory duty to report to you.MATTERS OF CONCERN are as follows. When Ms Findlay ran off, the HCA escorting her was so panicked that she did not even think of following. Ms Findlay had run across a road and so chasing her at speed did present safety considerations. However, the ELFT policy, training, culture and expectation was such, that there the HCA did not at any point consider attempting to walk after her to keep her in sight. Clinical staff must be adequately prepared for such an eventuality.†That means more than simply a change in policy wording. By the time the HCA rang the duty senior nurse for advice Ms Findlay was out of sight, and so the HCA was instructed to return to the ward.†I heard evidence that an email is to be sent out shortly to explain that a new ELFT absent without leave policy will be in place by the end of June 202 The new policy will confirm that, if it is safe to do so an escort may follow a patient who has absconded, keeping them in line of sight whilst ringing the duty senior nurse for instructions.†However, there is no ELFT policy for what those instructions should be or even what they could include. No member of ELFT gave evidence of any organisational thought having gone into how then to progress such a situation, other than the ward calling the police to report a missing person. No member of ELFT giving evidence was able to set out what the staff member following should do.†This appears to be a significant omission.†Moreover, one of the MPS policy leads in this area gave evidence that in such a situation the police would not necessarily attend, even if called direct by a hospital staff member in the street following a patient about whom they are worried.†I spent some time examining the police regarding this point, and I was left with the impression that a clinician calling the police in what the clinician perceived to be an emergency situation might not be assisted by the police.†That concerned me.†I heard that Right Care, Right Person is an operational model developed by Humberside Police that changes the way the emergency services respond to calls involving concerns about mental health. I understand that it is in the process of being rolled out across the UK as part of ongoing work between police forces, health providers and government.†I heard that the MPS has already created a similar model under the resource and demand team. The protocol is called Affinity. It attempts to target preventable demand from the mental health trusts.†I was told that ELFT and the MPS work in partnership, so I asked the MPS what is meant to happen if an escort is following a patient who has run away and about whom the escort is worried.†I was told that this is primarily a health problem. It was pointed out that doctors, nurses and other hospital staff have the same powers as the police under section 18 of the Mental Health Act. Hospital employees have the legal authority to take a sectioned patient into custody and return them to hospital.†However, I heard nothing of an ELFT protocol that would advise staff on the ward to come out to assist an escort who already following a patient. I heard nothing of a trust contingency plan that would allow a ward to function without the doctors and nurses needed to undertake such a task. I heard nothing of any training given to doctors and nurses in how to restrain a patient in the middle of the street and to transport them back to the ward.†From the evidence I heard, the police / health trust partnership working allows each agency to regard such a situation as the others responsibility, whilst nobody is on the ground attempting to retrieve a seriously ill patient who is meant to be inside a locked ward for their own safety.†Whether this is a matter of policy or practice, the result is the same. If partner agency working is to be effective in caring for this extremely vulnerable cohort of patients, there needs to be crystal clear understanding by all those involved, from the highest policy maker to the most junior member of a team at the sharp end, of how to tackle these difficult situations and exactly who is meant to be doing what. Evidence was given that the police classify a person at high risk as: the risk is immediate and there are substantial grounds for believing immediate risk of self harm.†I was told by the MPS that, at the time of reporting to the MPS, trusts should volunteer their own grading of the patients risk. The police said that they will not necessarily following the trust grading, but they regard it as a significant factor and it should form part of the MPS thinking. ELFT witnesses told me that if the police did not ask for the trusts grading then the trust would not offer it.†I was told that, until April 2022 the grab pack prepared by ELFT for the MPS in such a situation was printed out and handed to police if &amp;;;;;;;
Ref: 2023-0198;Edwin Buckett;East London NHS Foundation Trust;CORONERS CONCERNS†During the course of the inquest, the evidence revealed matters giving rise to concern. In my opinion, there is a risk that future deaths will occur unless action is taken. In the circumstances, it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows.†Evidence was given by staff members of the East London Foundation NHS Trust that:††The deceased was allowed to leave Gardener Ward (úthe unitù) which was part of a secure facility of the hospital, alone, when a clinical decision had been taken that they should not be allowed to leave the unit unaccompanied by staff, because they posed a serious risk of suicide.††The decision that the deceased should not be allowed unescorted leave was not communicated to all members of staff working in the unit such that the person who allowed the deceased to leave was unaware that the decision had been made.††The relevant information gathered during the Ward Round on the 28th October 2021, which included the fact that the deceased had attempted to take their own life, the night before, was not adequately communicated to all staff on the unit.††The úSign in/Sign outù book which was supposed to record the movements of service users in the unit was frequently not completed, particularly when service users went out for short periods.††There was no proper system for identifying whether a service user should be permitted to leave the unit.††The member of staff who allowed the deceased to leave the unit made a brief risk assessment of them before deciding whether they should be allowed to leave. That person did not consult any medical notes or records about the deceased when making that assessment. Had that member of staff consulted the deceaseds medical notes and records, the serious suicide risk which they posed would have been evident.†††Once the deceased was found to be missing from the unit, there was an unexplained delay in informing the police and ambulance service, a failure to inform either of the serious suicide risk which the deceased posed to themselves and a lack of appreciation of the urgency of the situation by staff generally.††The hospital policy which applied to missing patients was not properly adhered to by staff and there was confusion about who should be contacted and in what manner, once a patient was found to be missing.††No proper efforts were made to contact members of the deceaseds family once the deceased was found to be missing.††The unit was short-staffed and this affected the care provided to the deceased, the assessment of the deceased whilst in the unit and record keeping generally.†The summary of the evidence given, as set out above, sets out the matters of concern.;;;;;;;
Ref: 2023-0133;John Taylor;Department of Health and Social Care and NHS England;During the course of the investigation, the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN (some of which overlap) are as follows:†(1)†† Samuels case should be a stimulus for some level of Child &amp;;;;;;;
Ref: 2023-0139;Fiona Wilcox;St Georges University Hospital NHS Foundation Trust, The Roehampton Surgery and NHS South West London Integrated Care Board;MATTERS OF CONCERN. That the GP summary did not contain pertinent psychiatric history that would have assisted the hospital clinicians to identify Mrs Leavers depression and specifically her suicidality. That doctors at SGH do not take a reasonable psychiatric history as part of their clerking and thus fail to make a proper holistic assessment of the patient and potentially miss the opportunity to manage risks such as those in this case which may lead to death.†That doctors at SGH need training on the information available on HIE and how to access it.†That NHS South West London Integrated Care Board has made no formal provision for psychiatric liaison cover at QMH, despite there being such a clear clinical need for this that the team from psychiatric liaison have felt compelled to provide informal telephone advice for the last 10 years.†That the lack of formal psychiatric advice availability at QMH puts vulnerable patients at increased risk, since the only way to properly access such advice is for them to be sent by LAS ambulance to A&amp;;;;;;;
Ref: 2023-0143;Graeme Irvine;North East London Foundation Trust and Department of Health and Social Care;During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.MATTERS OF CONCERN are as follows. †††† A failure to adequately assess risk of harm  Poor record keeping and a failure to read electronic records meant that important information was not considered at a Multi-Disciplinary Team (úMD Tù) ward round on 6th April 202 The MDT arrived at a conclusion that Mr Charles risk of self-harm was úno riskù. A psychologists assessment on the clinical record that assessed Mr Charles risk of self-harm as high on 31/3/21 was neither read nor incorporated into the MDT discussion.††††† A decision to reduce observation frequency made by the MDT on 6/4/21 was not supported by the Trust Policy guidance which indicated that enhanced observations were appropriate.††††† A failure to ensure that a treatment plan was followed  observations between100 and 100 on the day of Mr Charles death were suspended by the ward shift co-ordinator. The decision meant all patients subject to general observation on the ward were ignored.††††† Failures to respond to an emergency adequately  The Trust described the emergency response as chaotic . Staff agreed that they úpanicked ù and did not follow policy, specific issues include;;;;;;;
Ref: 2023-0129;Caroline Topping;The Priority Group and NHS England;During the course of the inquest the evidence revealed matters giving rise to concern. Inmy opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows:††††† The information that Miss Henderson had practised tying a ligature was divulged by her at Kingston Hospital but not repeated on admission to the Priory Woking. The evidence given at the inquest was that there is no quick method to obtain NHS records on admission to a private hospital. A request could have been made but the records would have taken over a week to be released. The records were not sought. An ability to obtain the NHS records quickly would have been of assistance to the Priory clinicians.†The Priory Woking has a policy in relation to the removal of banned and restricted items but there was a lack of clarity and confusion among the clinicians as to who was responsible for ensuring that such items are identified and removed from the patient at admission.;;;;;;;
Ref: 2023-0144;Penelope Schofield;Royal College of Psychiatrists, Sussex Partnership Foundation Trust;During the investigation, my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows:-Ms Forte had for a number of years been seeing a private psychiatrist. Details of her consultations and treatments were not made readily available to those working in the NHS Trusts. It appears that there is no clear pathway for details of any private psychiatrist consultations to be shared with those in either the acute or mental health inpatient settings. The concerns are that any relevant history may be lost and details of any regular medication being prescribed may not, in a time of crisis, be immediately known.;;;;;;;
Ref: 2023-0146;Peter Straker;Department of Health and Social Care;The MATTERS OF CONCERN are as follows.  †  Consideration for exceptions to patient confidentiality in cases of mental illhealth, where informing third parties of a patients condition may result in crucial non-medical support.;;;;;;;
Ref: 2023-0154;Alison Mutch;Greater Manchester Police;CORONERS CONCERNDuring the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.The MATTERS OF CONCERN are as follows. The inquest heard evidence that GMP have guidance to support officers in assessing risk and guiding actions when there is a missing person report. The evidence was that despite the existence of the policy/document the risk was not recognised as being high risk and the appropriate actions were not taken immediately. The evidence indicated that a number of factors were key in this failure to accurately assess the risk. This included: Poor understanding by GMP staff of the fact that a patient detained on a voluntary basis in a mental health ward could still be high risk if they failed to return;;;;;;;
Ref: 2023-0155;Chris Morris;Pennine Care NHS Foundation Trust;CORONERS CONCERNDuring the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.The MATTERS OF CONCERN are as follows. The Trusts own investigation into events leading to Mr Howes death did not consider the full extent of his contacts with mental health services, lacked any meaningful degree of critical analysis of events, and omitted to seek to explore fundamental issues such as access to services from thepatients perspective. As a consequence, it is a matter of concern that the Trust has not taken the opportunity to derive all available learning from Mr Howes death.;;;;;;;
Ref: 2023-0161;Kate Ainge;Ministry of Justice (Coroners);During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows:(brief summary of matters of concern)†This inquest highlighted the significant numbers of prisoners who enter the prison system with known or undiagnosed mental health issues. Whilst ACCT 6 requires multidisciplinary attendance at review meetings, this case highlighted the need for specific attendance of an RMN or other mental health expert at any review, (Mr Robinson had repeatedly self harmed prior to committing suicide but had presented without concern at each review which had been carried out without any input from the mental health team). The prison in question now operates a local policy to ensure someone from the mental health team attends all ACCT reviews irrespective of other disciplines attending. This has enabled the prison to identify issues which may not be picked up by other professionals involved, to enable support to be put in place by way of separate care plans which has had a notable impact upon SASH in the prison.;;;;;;;
Ref: 2023-0163;Kristen Heaven;Swansea Bay University Health Board;During the inquest the evidence revealed matters giving rise to a concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to make a report under paragraph 7, Schedule 5 of the Coroners and Justice Act 2009 and Regulations 28 and 29 of the Coroners (Investigations) Regulations 2013The first MATTERS OF CONCERN is as follows:I am concerned that in cases where an individual is receiving treatment from alcohol and drug addiction services and treatment from the primary community mental health team that neither team is able to access the other teams records electronically. The lack of integrated electronic records between treating team means that important information regarding patient safety is not easily accessible between treating teams. Treating teams are reliant on referral letters which are necessarily limited and not always sufficient to capture all the detailed information available to a referring team. This is particularly concerning where there is dual diagnosis  such as substance misuse and mental health  given these are often complex cases. This is particularly the case where complex cases have not been referred into secondary mental health services and so do not have access to a care-coordinator who can oversee and understand the views of the various professionals treating and assisting an individual.I am concerned that the lack of such an integrated electronic system of medical and treatment records inhibits the effective sharing of information regarding patient safety and so increases the risk that information of significance regarding a risk to life will be lost between agencies and not sufficiently understood between all those managing.;;;;;;;
Ref: 2023-0089;David Reid;Herefordshire & Worcestershire Health and Care NHS Trust;During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows. †(1) During the 2Ω years in which Charlottes mental health care was provided by the Trust, she had total of 8 different care coordinators. Furthermore, in those 2Ω years there was a 5 month period when Charlotte had no appointed care coordinator at all. The care coordinator role is particularly important for a patient with such a complex case history as Charlotte.†I heard evidence that at the time of these events, the Trust had been experiencing an unprecedented level of instability, with many staff who might have been expected to fulfil care coordinator roles going off sick or even leaving the service. The witness who had conducted the Trusts own internal investigation into these events gave evidence that one of the major reasons for this instability was that staff were unable to cope with ever-increasing workloads. The Trusts Community Services manager for the Worcestershire Neighbourhood Teams appeared to corroborate this in his evidence, confirming that whilst national guidelines recommend a maximum of 30 patients per care coordinator, at the time of these events the Trusts care coordinators had around 100 patients each. Whilst he was able to provide some reassurance that a recent recruitment drive has reduced individual care coordinator caseloads to around 25 patients, he was unable to explain how individual caseloads had been able to reach the levels they did at the time of these events, and was unable to give accurate figures as to current levels of staff sickness/absence.†I am concerned that the Trust is unable to understand fully how the care coordinator system failed at the time of these events, and that it is therefore not in a position to guard against a repeat of these circumstances in the future.†(2) The erroneous decision to pause Charlottes referral to the Priory Hospital for specialist treatment for Body Dysmorphic Disorder was taken by a senior clinician acting on her own, despite a Multi-Disciplinary Team meeting having decided that the referral was appropriate. When asked about how the senior clinician could have overridden the MDT decision, the Trusts Community Services manager for the Worcestershire Neighbourhood Teams told the inquest that he could not say whether the senior clinician was not aware of the correct decision-making procedure, or whether she was, but chose instead to ignore it. When asked whether the same issue could arise in future, he told the inquest that he himself would be in a position to prevent the senior clinician making the wrong decision, but could not guarantee that he would be made aware of the issue so as to be able to do so.†I am concerned that the Trust has not properly established how the senior clinician was able to override the MDT decision, and does not have a sufficiently robust system in place to ensure that MDT decisions cannot be overridden in this way in future.;;;;;;;
Ref: 2023-0080;Jake Taylor;Priory Hospital;During the course of the inquest, the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.MATTERS OF CONCERN are as follows. Although a discharge plan was implemented in Ms. Findlays case, it would appear that steps were not taken to contact her emergency contact and/or next of kin, such as to facilitate Ms. Findlay being supported in the community upon discharge. Ms. Findlay, having discharged herself, left the hospital with next of kin/ emergency contacts not being aware of her discharge  despite, her emergency contact being the person who had transported her to the Priory Hospital. No follow up appointment was made prior to Ms. Findlays discharge and no attempts were made to contact her following her discharge until 6 September 202†The matters of concern are as follows:A.† That no contact was made with next of kin/ emergency contacts prior to, or at the time of her release.B.† No follow up appointment was booked prior to Ms. Findlays discharge.No attempt was made to contact Ms. Findlay until 6 September 2021 (some 10 days following her discharge).;;;;;;;
Ref: 2023-0082;Nadia Persaud;North East London Foundation Trust;During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.MATTERS OF CONCERN are as follows:††When Evelina was stepped down from the Home Treatment Team to the Early Intervention Psychosis Team, there was no detailed risk assessment or jointly agreed risk management plan.†On the 26th May 2022 when a decision was made to wean Evelina from the Clonazepam medication there was no detailed risk assessment or risk management plan. It was agreed in evidence that there was an increased risk to self at this time. No additional steps were put in place to ensure insofar as possible, that Evelina was kept safe.†Following the medical review on the 26th May 2022 there were no further care co-ordinator reviews. This was in contravention of the general requirement for amber zoned patients to be seen at least weekly.;;;;;;;
Ref: 2023-0124;Edmund Gritt;Department of Health and Social Care and NHS England;CORONERS CONCERNS†During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.MATTERS OF CONCERN are as follows. .†††† 5 NHS Trusts and 3 police forces in different geographic areas had contact with Patrick in the final month of his life and each thereby gained some information about the risk to him. However, that information was by reason of the agencies falling into different geographic areas. There was no single effective global focus for the information being acquired piecemeal about Patricks pattern of serious self-harming behaviour. The various agencies were significantly impeded in forming a single clear picture of Patricks pattern of behaviour (which was particularly necessary in circumstances where he was not engaging and therefore not assisting in providing a complete history himself).†††† GPs act as a repository for information about contact with other clinical agencies (such as attendances at accident and emergency departments) and therefore serve as a point of contact for information about past history. However, I heard evidence at inquest from accident and emergency consultants that it is either not possible to access information held by a GP practice out of GP surgery hours or where it is possible to do so that is only available if the GP is in the samegeographic area as the accident and emergency department. Several ofPatricks attendances at accident and emergency departments were out of GP surgery hours.†††† I was informed at inquest that one local authority (in whose area Patrick resided) had been made aware by police of the risk to Patrick following one of his self- harm incidents (in respect of a particularly important piece of information) and had relayed that information to a 6th NHS Trust (not one of the 5 from which I heard evidence at inquest) but Patrick did not reside in that Trust area. Those Trusts which did have direct contact with Patrick were never made aware of that piece of information nor had any means of accessing it.†††† I heard evidence that there is no national òrisk flagging system: for example, when a person attends an accident and emergency department having self- harmed, the fact of a previous self-harm attendance at a different accident and emergency department is not systematically flagged up.†††† In summary, there was no single effective global focus consolidating the information which was flowing into the various agencies about Patrick;;;;;;;
Ref: 2023-0094;Emma Brown;Birmingham and Solihull Mental Health Foundation;CORONERS CONCERNS†During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.†The MATTERS OF CONCERN are as follows. A multitude of factors contributed to Mr. Singhs death across the custodial and healthcare teams within HMP Birmingham. Many steps have been taken by all organisations with responsibility for Mr. Singhs safety and health during his time at HMP Birmingham to rectify failings that have been identified such as the consistent failure to use interpreters, poor communication and record keeping within and between teams, the absence of meaningful engagement with Mr. Singhs family, insufficient consideration of family concerns and failings in the use of the ACCT system. Much of the evidence at the inquest focused on the central issue of repeated missed opportunities to identify that Mr. Singh required admission to the prisons inpatient ward, ward 2, and assessment for section 48 transfer to a medium secure unit (which would have been likely to result in transfer to a medium secure unit). The consequences of the failure to transfer Mr. Singh to an inpatient setting were compounded by the fact that he was not taken onto the mental health teams caseload promptly and therefore did not have the benefit of an allocated CPN and the oversight and input of a mental health multi-disciplinary team. Many steps have been undertaken by Birmingham and Solihull Mental Health Trust (who provide mental health services within the prison) to minimise the risk of such a situation occurring again. However, there are two features of the mental health care provided to Mr. Singh that create a risk to the lives of others that have not yet been rectified:i.††the fact that the mental health team multi-disciplinary team (MDT) does not include a psychiatrist;;;;;;;
Ref: 2023-0097;Fiona Wilcox;Central and North West London NHS Foundation Trust;MATTERS OF CONCERN†That SPA contacts are not routinely discussed with a supervlsing clinician, ss should have but did not happen in Ms Normans case, where mental health symptoms and especially where suicidality is raised by the caller.†††† That such calls are not routinely passed on to a suitably qualified cliniclan able to undertake mental health assessment and assess risk for the patient.†††† That SPA contacts are not routinely notified to the patients GP and any mental health services providing care for the patient.;;;;;;;
Ref: 2023-0099;Kate Sutherland;Betsi Cadwaladr University Health Board;During the course of the Pre-Inquest hearing , the evidence revealed matters giving rise to concerns. † In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you. † The MATTERS OF CONCERN are as follows. The Health Board undertook an investigation following Bens death. The investigation contains an Action Plan arising as a result of the learning. It has taken the Health Board a considerable amount of time to update and provide the Action Plan, the most recent version still containing outstanding actions and yet Ben died over 2 years ago.†It is particularly concerning that learning and actions arising therefrom are not more quickly addressed. If the learning, actions and changes are taking so long then there is a risk that deaths will continue in the interim.†Overall, there is an evident lack of overall strategic direction to investigations and learning.;;;;;;;
Ref: 2023-0104;Adrian Farrow;Department of Health and Social Care;During the course of the Inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.The MATTERS OF CONCERN are as follows. The Inquest heard evidence from the Head of Service for Safeguarding and Learning for Stockport Metropolitan Borough Council. She highlighted a long-standing gap in provision, which was described as extending across most if not all local authorities, for vulnerable adults who have complex needs, but who do not fall into the existing framework of social services, Care Act provision or formal mental health supervision. The effect of that gap is that there is no identifiable individual who is a single point of contact in such cases equivalent to a social worker or care coordinator. The result is that many vulnerable adults with complex needs have no such arrangements in place for contact, collating and sharing of information and deployment of services and assistance, support or safeguarding. Where such arrangements are in place, they are necessarily ad hoc in nature in differing frameworks, levels and standards, and can devolve by default to an individual who, whilst well-motivated, may lack the skills and training to properly perform the function, particularly when the vulnerable adult may be in crisis.;;;;;;;
Ref: 2023-0113;Patricia Harding;NHS Kent and Medway Integrated Care Board and Kent & Medway NHS & Social Care Partnership Trust;†During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you. † The MATTERS OF CONCERN are as follows. † † The Trust had a shortfall of nursing staff in the Dover and Deal area at the time that Benjamin Hart was under the community mental health team such that although 16 nurses were required to run the service, the Trust only had 8 nurses employed at the time, 2 of whom were long term sick. This left a working complement of 6 nurses to cover the whole area, which required them to take on additional duties. There was no resilience within the team and therefore when the relationship between Ben and his care coordinator broke down there was no capacity within the team to allocate him another care coordinator.Although the Trust has regrouped, reorganised and there has been some limited recruitment the shortfall endures;;;;;;;
Ref: 2023-0116;Elizabeth Didcock;Nottinghamshire Healthcare NHS Foundation Trust and Nottinghamshire Integrated Care Board;During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you. † The MATTERS OF CONCERN are as follows.   Delayed progress of the Autism Strategy work across the Trust. I ask that the Nottingham and Nottinghamshire Integrated Care Board provide a joint response with the Trust to address this concern, as I accept progress with the Autism work will depend upon resources and the agreed Commissioning of specific services††††† Insufficient progress with Complex case management††††† The Serious Incident Investigation processI am not reassured that necessary actions to address these serious issues identified are in place.;;;;;;;
Ref: 2023-0078;Sonia Hayes;Essex Partnership NHS Foundation Trust and Essex County Council;During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.The MATTERS OF CONCERN are as follows. (1)†† Molly had a delayed diagnosis of Autism. Molly was diagnosed during her detention at the St. Aubyn Centre when she experienced a mental health crisis and detained under the Mental Health Act.(2)†† There was insufficient assessment for discharge planning purposes of the impact of Mollys recent diagnosis of Autism by Essex Partnership NHS Foundation Trust(3)†† There was insufficient consideration given to the impact of Mollys delayed diagnosis of Autism on her chronic high risk of suicide in her discharge and discharge planning in a background of Molly not accepting her diagnosis.(4)†† Lack of escalation to Essex County Council when there was a failure to respond to requests for assessment and attendance at discharge planning meetings and the key worker/care co-ordinator carrying too heavy a workload as a consequence.(5)†† Essex County Council did not:a.†† act on appropriate referrals to social care by Essex Partnership NHS Trustb.† conduct required assessments of Molly during her detentiondid not appoint a social worker until after Molly was dischargedThere was a lack of understanding of the impact of Mollys detention on her right to assessment as a child in need and how this changed during her detention under the Mental Health Act.(6)†† A lack of understanding of section 117 Mental Health Act rights and potential for consideration for entitlements to meet Mollys needs related to her mental health disorder, by Essex County Council:a.†††† compelling Molly to choose between family members as part of her discharge planning and then as a consequence changing Mollys status during her detention from homeless.b.†††† Lack of assessment for any s117 needs to facilitate dischargeLack of appreciation of the impact of Mollys autism diagnosis in a background of chronic suicide risk on decision-making and Mollys potential to understand the decisions being made.;;;;;;;
Ref: 2023-0040;Derek Winter;Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust;The MATTERS OF CONCERN are, as follows: †The recording of information, particularly that conveyed by telephone, was not as comprehensive as it ought to have been. For example, a record of an altercation had not been made. Comprehensive planning for home leave and discharge from hospital was not evident, including contingency planning and the involvement of the family.Overall situational awareness about Daniel was not evident, including the reconciliation of conflicting accounts about him.;;;;;;;
